form_id,label,label_length,is_common
custom_623b3dd6758b13581c888082,1 seconde2 secondes2-3 secondes,31,False
custom_623b3dd6758b13581c888082,Wateropname per dag (ml),24,False
custom_623b3dd6758b13581c888082,Buikpalpatie,12,False
custom_623b3dd6758b13581c888082,Schildklierpalpatie (kat),25,False
custom_623b3dd6758b13581c888082,Licht rozeRozeBleek,19,False
custom_623b3dd6758b13581c888082,Kleur slijmvliezen,18,False
custom_623b3dd6758b13581c888082,Volgende controle-moment,24,False
custom_623b3dd6758b13581c888082,Met welk insuline preparaat wordt de patient behandeld?,55,False
custom_623b3dd6758b13581c888082,Gewichtsverandering in gr (+ of -),34,False
custom_623b3dd6758b13581c888082,Controle-tijdstip,17,False
custom_623b3dd6758b13581c888082,JaNee,5,False
custom_623b3dd6758b13581c888082,Temperatuur,11,True
custom_623b3dd6758b13581c888082,JaNeeOnbekend,13,False
custom_623b3dd6758b13581c888082,Fructosamines (in µmol/l),25,False
custom_623b3dd6758b13581c888082,Huidige voeding,15,False
custom_623b3dd6758b13581c888082,Systolische bloeddruk,21,False
custom_623b3dd6758b13581c888082,Geen afwijkingenAfwijkingen,27,False
custom_623b3dd6758b13581c888082,Auscultatie hart en longen,26,False
custom_623b3dd6758b13581c888082,Andere bloedonderzoeken uitgevoerd?,35,False
custom_623b3dd6758b13581c888082,Dosering insuline in eenheden,29,False
custom_623b3dd6758b13581c888082,ToegenomenAfgenomenHetzelfde als bij de vorige controle,55,False
custom_623b3dd6758b13581c888082,Rectaal onderzoek,17,False
custom_623b3dd6758b13581c888082,Voedselopname tov de laatste consultatie,40,False
custom_623b3dd6758b13581c888082,Ketonen,7,False
custom_623b3dd6758b13581c888082,OpgezetNiet opgezet,19,False
custom_623b3dd6758b13581c888082,Witte bloedcellen,17,False
custom_623b3dd6758b13581c888082,Adem freq.,10,False
custom_623b3dd6758b13581c888082,BCS (uit 9),11,False
custom_623b3dd6758b13581c888082,Indien opgezet welke?,21,False
custom_623b3dd6758b13581c888082,Dieetadvies,11,False
custom_623b3dd6758b13581c888082,Hoeveel eenheden insuline krijgt de patient per dag?,52,False
custom_623b3dd6758b13581c888082,Voedeselinname per dag (gram),29,False
custom_623b3dd6758b13581c888082,Afwijkingen hartAfwijkingen longenGeen afwijkingen,50,False
custom_623b3dd6758b13581c888082,Pols,4,False
custom_623b3dd6758b13581c888082,Heeft de patient deze ochtend goed gegeten?,43,False
custom_623b3dd6758b13581c888082,Vochtigheid slijmvliezen,24,False
custom_623b3dd6758b13581c888082,Activiteit in vergelijking met de laatste consultatie,53,False
custom_623b3dd6758b13581c888082,Uitgevoerd door,15,False
custom_623b3dd6758b13581c888082,Behandelend arts,16,False
custom_623b3dd6758b13581c888082,C.R.T.,6,False
custom_623b3dd6758b13581c888082,Rode bloedcellen,16,False
custom_623b3dd6758b13581c888082,CaninsulinVetsulinGlargineProzincDetemirAndere:,47,False
custom_623b3dd6758b13581c888082,Eiwitten,8,False
custom_623b3dd6758b13581c888082,Algemene indruk,15,True
custom_623b3dd6758b13581c888082,Glucose-waarde,14,False
custom_623b3dd6758b13581c888082,"Indien andere, welke?",21,False
custom_623b3dd6758b13581c888082,Soortelijk gewicht,18,False
custom_623b3dd6758b13581c888082,+-,2,False
custom_623b3dd6758b13581c888082,Hart freq.,10,False
custom_623b3dd6758b13581c888082,Glucose,7,False
custom_623b3dd6758b13581c888082,"Indien ja, welke?",17,False
custom_623b3dd6758b13581c888082,Advies na overleg met dierenarts,32,False
custom_623b3dd6758b13581c888082,BeterMinder goedHetzelfde als de vorige controle,48,False
custom_623b3dd6758b13581c888082,Perifere lymfeknopen,20,False
custom_623b3dd6758b13581c888082,Wanneer heeft de patient de laatste keer insuline gekregen?,59,False
custom_623b3dd6758b13581c888082,Wateropname tov de laatste consultatie,38,False
custom_623b3dd6758b13581c888082,Huidige gewicht in kg,21,False
custom_623b3dd6758b13581c888082,Geconstateerde afwijkingen,26,False
custom_623b3dd6758b13581c888082,KrachtigZwakOnregelmatig,24,False
custom_623b3dd6758b13581c888082,PlakkerigVochtigDroog,21,False
custom_623b3dd6758b13581c888082,Urineonderzoek,14,False
custom_623b3dd6758b13581c888082,"Indien andere hoeveelheid, hoeveel?",35,False
custom_623b3dd6758b13581c888082,"Indien afwijkingen, welke?",26,False
custom_623b3dd6758b13581c888082,Opmerkingen,11,True
custom_623b3dd6758b13581c888082,Datum,5,True
custom_62baf9ba758b133446d753c0,Dosering,8,False
custom_62baf9ba758b133446d753c0,ProductDoseringDatum voorschrijvenDatum verval voorschrift,58,False
custom_62baf9ba758b133446d753c0,Datum voorschrijven,19,False
custom_62baf9ba758b133446d753c0,Datum verval voorschrift,24,False
custom_62baf9ba758b133446d753c0,Product,7,False
custom_62f362c6758b133d6a89cda4,Chipregistratie,15,False
custom_62f362c6758b133d6a89cda4,Body condition score,20,False
custom_62f362c6758b133d6a89cda4,Basis vaccinaties compleetRabiës vaccinatiePaspoort gecontroleerd (lamineren etc.)Antiparasitica,96,False
custom_62f362c6758b133d6a89cda4,"LET OP: Controleren in basisprotocol, indien nodig aanpassen.",61,False
custom_62f362c6758b133d6a89cda4,Checks,6,False
custom_62f362c6758b133d6a89cda4,Laatste bloedonderzoek,22,False
custom_62f362c6758b133d6a89cda4,Wil de klant anti-parasitica mee?,33,False
custom_62f362c6758b133d6a89cda4,Chip controle,13,False
custom_62f362c6758b133d6a89cda4,Bijzonderheden voor dierenarts,30,False
custom_62f362c6758b133d6a89cda4,Veranderd van medicatie?,24,False
custom_62f362c6758b133d6a89cda4,Aanvinken wanneer gecontroleerd:,32,False
custom_62f362c6758b133d6a89cda4,Gebruiker,9,False
custom_62f362c6758b133d6a89cda4,Duur vakantie (ivm antiparasitica),34,False
custom_62f362c6758b133d6a89cda4,Bevindingen gewicht,19,False
custom_62f362c6758b133d6a89cda4,Veranderd van voeding?,22,False
custom_62f362c6758b133d6a89cda4,Welk land?,10,False
custom_62f362c6758b133d6a89cda4,Controle bloedonderzoek nodig?,30,False
custom_62f362c6758b133d6a89cda4,Bijzonderheden,14,False
custom_62f362c6758b133d6a89cda4,LET OP: Gewicht invoeren in patiëntenkaart,42,False
custom_62f362c6758b133d6a89cda4,Controle gegevens klant,23,False
custom_62f362c6758b133d6a89cda4,Laatste toediening anti-worm,28,False
custom_62f362c6758b133d6a89cda4,DZP - Dierenzorgplan (winkelmand)Verzekering (patiëntdata),58,False
custom_62f362c6758b133d6a89cda4,"Is er sprake van een vakantie naar het buitenland? Zo ja, wanneer?",66,False
custom_62f362c6758b133d6a89cda4,AdresTelefoonnummerse-mailadres,31,False
custom_62f362c6758b133d6a89cda4,Laatste toediening anti-vlo,27,False
custom_62f362c6758b133d6a89cda4,Datum,5,True
custom_62f362c6758b133d6a89cda4,Aanvinken als gecontroleerd:,28,False
custom_62fbf048758b132b67c2d283,Hypermobiel,11,False
custom_62fbf048758b132b67c2d283,Voedingsadvies,14,False
custom_62fbf048758b132b67c2d283,Gingivitis,10,False
custom_62fbf048758b132b67c2d283,Antibiotica meegegeven,22,False
custom_62fbf048758b132b67c2d283,Tandsteen,9,False
custom_62fbf048758b132b67c2d283,Pre-anaesthetisch bloedonderzoek,32,False
custom_62fbf048758b132b67c2d283,Ontbrekend > Links onder,24,False
custom_62fbf048758b132b67c2d283,Ontbrekend > Rechts boven,25,False
custom_62fbf048758b132b67c2d283,Bevindingen röntgenfoto's,25,False
custom_62fbf048758b132b67c2d283,Ontbrekend > Rechts onder,25,False
custom_62fbf048758b132b67c2d283,Advies en opmerkingen,21,False
custom_62fbf048758b132b67c2d283,Anamnese,8,True
custom_62fbf048758b132b67c2d283,Behandeling,11,False
custom_62fbf048758b132b67c2d283,Gebitscontrole oproep,21,False
custom_62fbf048758b132b67c2d283,Dierenarts,10,True
custom_62fbf048758b132b67c2d283,Ontbrekend > Links boven,24,False
custom_62fbf048758b132b67c2d283,Bijzonderheden,14,False
custom_62fbf048758b132b67c2d283,Lichamelijk onderzoek,21,False
custom_62fbf048758b132b67c2d283,Pijnstilling meegegeven,23,False
custom_62fbf048758b132b67c2d283,Datum behandeling,17,False
custom_62fbf048758b132b67c2d283,Extractie > Rechts onder,24,False
custom_62fbf048758b132b67c2d283,Mondspoeling meegegeven,23,False
custom_62fbf048758b132b67c2d283,Extractie > Rechts boven,24,False
custom_62fbf048758b132b67c2d283,Extractie > Links boven,23,False
custom_62fbf048758b132b67c2d283,Extractie > Links onder,23,False
custom_62fbf048758b132b67c2d283,Paraveterinair,14,False
custom_63184949758b136c82f40432,"Heeft moeite met ontlasting (veel persen, erg droge ontlasting)",63,False
custom_63184949758b136c82f40432,Ziet slechter (b.v. tijdens het uitlaten 's avonds),51,False
custom_63184949758b136c82f40432,Namelijk,8,False
custom_63184949758b136c82f40432,"Is onrustig (b.v. slapeloosheid, doelloos rondlopen of meer blaffen",67,False
custom_63184949758b136c82f40432,Vertoont agressief of angstig gedrag,36,False
custom_63184949758b136c82f40432,Heeft een of meerdere bulten op het lichaam,43,False
custom_63184949758b136c82f40432,"Hoest regelmatig (zo ja wanneer, b.v. bij opwinding of in de ochtend)",69,False
custom_63184949758b136c82f40432,"Zit minder goed in zijn vacht (b.v. dof, schilferig, stinkt, haarlverlies)",74,False
custom_63184949758b136c82f40432,"Loopt stram, kreupel of zwalkend",32,False
custom_63184949758b136c82f40432,"Drinkt meer (gaat vaker naar de waterbak, waterbak is eerder leeg)",66,False
custom_63184949758b136c82f40432,Braakt regelmatig,17,False
custom_63184949758b136c82f40432,Is snel vermoeid tijdens het uitlaten / wil minder graag uit,60,False
custom_63184949758b136c82f40432,Is niet meer zindelijk (plast of poept in huis) of verliest ongemerkt urine,75,False
custom_63184949758b136c82f40432,Heeft moeite met kauwen (b.v. eten uit de bek laten vallen),59,False
custom_63184949758b136c82f40432,Lijkt slechter te horen,23,False
custom_63184949758b136c82f40432,Bijt of likt zichzelf overmatig,31,False
custom_63184949758b136c82f40432,Staat op seniorenvoeding,24,False
custom_63184949758b136c82f40432,"Plast meer, vaker en / of langer dan normaal",44,False
custom_63184949758b136c82f40432,Eetlust,7,False
custom_63184949758b136c82f40432,Komt moeilijk overeind,22,False
custom_63184949758b136c82f40432,Stinkt uit de bek,17,False
custom_63184949758b136c82f40432,Heeft diarree of wisselende ontlasting,38,False
custom_63184949758b136c82f40432,"Slaapt meer, zondert zich af of is afwezig",42,False
custom_63184949758b136c82f40432,Jankt bij sommige bewegingen of bij aanraking,45,False
custom_63184949758b136c82f40432,Heeft problemen met traplopen en / of springen (b.v. in de auto),64,False
custom_63184949758b136c82f40432,Staat op medicatie of voedingssupplement,40,False
custom_63184949758b136c82f40432,Gewicht,7,True
custom_63ad77a1758b1371a45d9f1b,Laatste aanpassing opChronische aandoeningHerhalingsreceptVoedingVaccinatie,75,False
custom_63ad77a1758b1371a45d9f1b,Chronische aandoening,21,False
custom_63ad77a1758b1371a45d9f1b,Laatste aanpassing op,21,False
custom_63ad77a1758b1371a45d9f1b,Herhalingsrecept,16,False
custom_63ad77a1758b1371a45d9f1b,Vaccinatie,10,False
custom_63ad77a1758b1371a45d9f1b,Voeding,7,False
custom_64632d07758b130b4e41e941,Datum:,6,False
custom_64632d07758b130b4e41e941,Andere reden:,13,False
custom_64632d07758b130b4e41e941,Onderbouwing:,13,False
custom_64632d07758b130b4e41e941,Indicatie / Diagnose:,21,False
custom_64632d07758b130b4e41e941,Dierenarts:,11,False
custom_64c8ec3f7b978a3924d44a09,"Uitslag (gemiddelde van meting 2,3 en 4)",40,False
custom_64c8ec3f7b978a3924d44a09,<1 maand2-3 maanden3-6 maanden6-12 maanden> 1 jaardat doe ik nooit,66,False
custom_64c8ec3f7b978a3924d44a09,geenhoestenkuchenniezen,23,False
custom_64c8ec3f7b978a3924d44a09,"normaalabnormaal, zie uitslag in kaart",38,False
custom_64c8ec3f7b978a3924d44a09,ADVIES,6,False
custom_64c8ec3f7b978a3924d44a09,natvoerbrokvers vlees,21,False
custom_64c8ec3f7b978a3924d44a09,medicatiesupplementenniets,26,False
custom_64c8ec3f7b978a3924d44a09,Hoeveel maanden geleden laatste antivlo/-teek,45,False
custom_64c8ec3f7b978a3924d44a09,Kleur slijmvliezen,18,False
custom_64c8ec3f7b978a3924d44a09,BIJZONDERHEDEN,14,False
custom_64c8ec3f7b978a3924d44a09,geen afwijkingendoffe vachtschilfers of korstenrode huidkaalheidverkleuring vachtdikte in de huid,97,False
custom_64c8ec3f7b978a3924d44a09,Uitslag bloedonderzoek biochemie,32,False
custom_64c8ec3f7b978a3924d44a09,normaalabnormaal (souffle)twijfel,33,False
custom_64c8ec3f7b978a3924d44a09,Harttonen,9,False
custom_64c8ec3f7b978a3924d44a09,Welk antivlo/-teek middel?,26,False
custom_64c8ec3f7b978a3924d44a09,Temperatuur,11,True
custom_64c8ec3f7b978a3924d44a09,Tandvlees en gebit,18,False
custom_64c8ec3f7b978a3924d44a09,Nuchter,7,False
custom_64c8ec3f7b978a3924d44a09,Hartritme,9,False
custom_64c8ec3f7b978a3924d44a09,bevindingen urinewegen en geslachtsapparaat,43,False
custom_64c8ec3f7b978a3924d44a09,janee,5,False
