form_id,form_title,field_name,field_id,field_type,field_classes,field_value,has_name,has_id,has_value
client_order,Bestelling klant,dummyDetailDosage,,hidden,[],,True,False,False
client_order,Bestelling klant,dummyDetailFreeText,,hidden,[],,True,False,False
client_order,Bestelling klant,clientId,,hidden,[],evisand-8149271326615144540,True,False,True
client_order,Bestelling klant,patientId,,hidden,[],evisand-8408085554552371887,True,False,True
client_order,Bestelling klant,clientOrderId,,hidden,[],,True,False,False
client_order,Bestelling klant,search,,text,[],,True,False,False
client_order,Bestelling klant,dummyDetailQuantity,,text,[],1,True,False,True
client_order,Bestelling klant,dummyDetailDiscountPercentage,,text,[],,True,False,False
client_order,Bestelling klant,,,submit,[],product toevoegen,False,False,True
client_order,Bestelling klant,,,submit,[],factureer items,False,False,True
client_order,Bestelling klant,clientOrderId,,hidden,[],,True,False,False
client_order,Bestelling klant,client.id,,hidden,[],evisand-8149271326615144540,True,False,True
client_order,Bestelling klant,patient.id,,hidden,[],evisand-8408085554552371887,True,False,True
client_order,Bestelling klant,userId,,select,['form'],,True,False,False
client_order,Bestelling klant,locationNumber,,select,[],,True,False,False
client_order,Bestelling klant,groupname1,,select,['form'],,True,False,False
client_order,Bestelling klant,id,,select,[],,True,False,False
client_order,Bestelling klant,remarks,,textarea,[],,True,False,False
custom_5804de7bd15de7303fcc5c32,CASCADE 3e KEUS AB,KEY982221086year,KEY982221086year,hidden,['date-tag-select-year'],,True,True,False
custom_5804de7bd15de7303fcc5c32,CASCADE 3e KEUS AB,dummy2,,hidden,[],,True,False,False
custom_5804de7bd15de7303fcc5c32,CASCADE 3e KEUS AB,dummy3,,hidden,[],,True,False,False
custom_5804de7bd15de7303fcc5c32,CASCADE 3e KEUS AB,,,text,['mana-date-tag-input'],,False,False,False
custom_5804de7bd15de7303fcc5c32,CASCADE 3e KEUS AB,1589532454110,KEY982221086,hidden,[],20250615,True,True,True
custom_5804de7bd15de7303fcc5c32,CASCADE 3e KEUS AB,1476714041024,,text,[],,True,False,False
custom_5804de7bd15de7303fcc5c32,CASCADE 3e KEUS AB,1477558700248,,checkbox,[],op geleide van antibiogram,True,False,True
custom_5804de7bd15de7303fcc5c32,CASCADE 3e KEUS AB,1477558700248,,checkbox,[],biologische beschikbaarheid doelgebied,True,False,True
custom_5804de7bd15de7303fcc5c32,CASCADE 3e KEUS AB,1477558700248,,checkbox,[],ongeschiktheid andere antibiotca ivm bijwerkingen / overgevoeligheid,True,False,True
custom_5804de7bd15de7303fcc5c32,CASCADE 3e KEUS AB,1477558700248,,checkbox,[],praktische onuitvoerbaarheid 1e en 2e keuzemiddelen,True,False,True
custom_5804de7bd15de7303fcc5c32,CASCADE 3e KEUS AB,1477558700248,,checkbox,[],andere reden:,True,False,True
custom_5804de7bd15de7303fcc5c32,CASCADE 3e KEUS AB,context,,hidden,[],patientcontext,True,False,True
custom_5804de7bd15de7303fcc5c32,CASCADE 3e KEUS AB,protocolId,,hidden,[],,True,False,False
custom_5804de7bd15de7303fcc5c32,CASCADE 3e KEUS AB,octopusId,,hidden,[],5804de7bd15de7303fcc5c32,True,False,True
custom_5804de7bd15de7303fcc5c32,CASCADE 3e KEUS AB,redirectUrl,,hidden,[],/web2/patient-dossier-page?client.id=evisand-8149271326615144540&patient.id=evisand-8408085554552371,True,False,True
custom_5804de7bd15de7303fcc5c32,CASCADE 3e KEUS AB,patient.id,,hidden,[],evisand-8408085554552371887,True,False,True
custom_5804de7bd15de7303fcc5c32,CASCADE 3e KEUS AB,client.id,,hidden,[],evisand-8149271326615144540,True,False,True
custom_5804de7bd15de7303fcc5c32,CASCADE 3e KEUS AB,,,submit,[],opslaan,False,False,True
custom_5804de7bd15de7303fcc5c32,CASCADE 3e KEUS AB,1589532458513,,select,[],,True,False,False
custom_5804de7bd15de7303fcc5c32,CASCADE 3e KEUS AB,1477558900514,,textarea,[],,True,False,False
custom_5804de7bd15de7303fcc5c32,CASCADE 3e KEUS AB,1477558950755,,textarea,[],,True,False,False
custom_5e8599a7ee8ef226a932f53d,CASCADE HUMAAN (GZD EN NVP PAARD),KEY313273624year,KEY313273624year,hidden,['date-tag-select-year'],,True,True,False
custom_5e8599a7ee8ef226a932f53d,CASCADE HUMAAN (GZD EN NVP PAARD),dummy2,,hidden,[],,True,False,False
custom_5e8599a7ee8ef226a932f53d,CASCADE HUMAAN (GZD EN NVP PAARD),dummy3,,hidden,[],,True,False,False
custom_5e8599a7ee8ef226a932f53d,CASCADE HUMAAN (GZD EN NVP PAARD),,,text,['mana-date-tag-input'],,False,False,False
custom_5e8599a7ee8ef226a932f53d,CASCADE HUMAAN (GZD EN NVP PAARD),1585813926434,KEY313273624,hidden,[],20250615,True,True,True
custom_5e8599a7ee8ef226a932f53d,CASCADE HUMAAN (GZD EN NVP PAARD),1589355806467,,checkbox,[],Geen veterinair alternatief beschikbaar in Nederland en de EU voor dit of een ander diersoort met de,True,False,True
custom_5e8599a7ee8ef226a932f53d,CASCADE HUMAAN (GZD EN NVP PAARD),1589355806467,,checkbox,[],Veterinair alternatief in Nederland en de EU momenteel niet leverbaar.,True,False,True
custom_5e8599a7ee8ef226a932f53d,CASCADE HUMAAN (GZD EN NVP PAARD),1589355806467,,checkbox,[],Veterinair alternatief in Nederland niet inzetbaar vanwege gezondheidsstatus patiënt.,True,False,True
custom_5e8599a7ee8ef226a932f53d,CASCADE HUMAAN (GZD EN NVP PAARD),1589355806467,,checkbox,[],Andere reden:,True,False,True
custom_5e8599a7ee8ef226a932f53d,CASCADE HUMAAN (GZD EN NVP PAARD),context,,hidden,[],patientcontext,True,False,True
custom_5e8599a7ee8ef226a932f53d,CASCADE HUMAAN (GZD EN NVP PAARD),protocolId,,hidden,[],,True,False,False
custom_5e8599a7ee8ef226a932f53d,CASCADE HUMAAN (GZD EN NVP PAARD),octopusId,,hidden,[],5e8599a7ee8ef226a932f53d,True,False,True
custom_5e8599a7ee8ef226a932f53d,CASCADE HUMAAN (GZD EN NVP PAARD),redirectUrl,,hidden,[],/web2/patient-dossier-page?client.id=evisand-8149271326615144540&patient.id=evisand-8408085554552371,True,False,True
custom_5e8599a7ee8ef226a932f53d,CASCADE HUMAAN (GZD EN NVP PAARD),patient.id,,hidden,[],evisand-8408085554552371887,True,False,True
custom_5e8599a7ee8ef226a932f53d,CASCADE HUMAAN (GZD EN NVP PAARD),client.id,,hidden,[],evisand-8149271326615144540,True,False,True
custom_5e8599a7ee8ef226a932f53d,CASCADE HUMAAN (GZD EN NVP PAARD),,,submit,[],opslaan,False,False,True
custom_5e8599a7ee8ef226a932f53d,CASCADE HUMAAN (GZD EN NVP PAARD),1589355582685,,select,[],,True,False,False
custom_5e8599a7ee8ef226a932f53d,CASCADE HUMAAN (GZD EN NVP PAARD),1589355775403,,textarea,[],,True,False,False
custom_5e8599a7ee8ef226a932f53d,CASCADE HUMAAN (GZD EN NVP PAARD),1589355874240,,textarea,[],,True,False,False
custom_5ebba5afee8ef20da1f9d22b,CASCADE MAGISTRAAL (GZD EN NVP PAARD),KEY2033726041year,KEY2033726041year,hidden,['date-tag-select-year'],,True,True,False
custom_5ebba5afee8ef20da1f9d22b,CASCADE MAGISTRAAL (GZD EN NVP PAARD),dummy2,,hidden,[],,True,False,False
custom_5ebba5afee8ef20da1f9d22b,CASCADE MAGISTRAAL (GZD EN NVP PAARD),dummy3,,hidden,[],,True,False,False
custom_5ebba5afee8ef20da1f9d22b,CASCADE MAGISTRAAL (GZD EN NVP PAARD),,,text,['mana-date-tag-input'],,False,False,False
custom_5ebba5afee8ef20da1f9d22b,CASCADE MAGISTRAAL (GZD EN NVP PAARD),1585813926434,KEY2033726041,hidden,[],20250615,True,True,True
custom_5ebba5afee8ef20da1f9d22b,CASCADE MAGISTRAAL (GZD EN NVP PAARD),1589355806467,,checkbox,[],Geen veterinair (binnen Nederland en de EU) en humaan alternatief beschikbaar.,True,False,True
custom_5ebba5afee8ef20da1f9d22b,CASCADE MAGISTRAAL (GZD EN NVP PAARD),1589355806467,,checkbox,[],Veterinair (binnen Nederland en de EU) en humaan alternatief momenteel niet leverbaar.,True,False,True
custom_5ebba5afee8ef20da1f9d22b,CASCADE MAGISTRAAL (GZD EN NVP PAARD),1589355806467,,checkbox,[],Veterinair (binnen Nederland en de EU) en humaan alternatief niet inzetbaar vanwege gezondheidsstatu,True,False,True
custom_5ebba5afee8ef20da1f9d22b,CASCADE MAGISTRAAL (GZD EN NVP PAARD),1589355806467,,checkbox,[],Andere reden.,True,False,True
custom_5ebba5afee8ef20da1f9d22b,CASCADE MAGISTRAAL (GZD EN NVP PAARD),context,,hidden,[],patientcontext,True,False,True
custom_5ebba5afee8ef20da1f9d22b,CASCADE MAGISTRAAL (GZD EN NVP PAARD),protocolId,,hidden,[],,True,False,False
custom_5ebba5afee8ef20da1f9d22b,CASCADE MAGISTRAAL (GZD EN NVP PAARD),octopusId,,hidden,[],5ebba5afee8ef20da1f9d22b,True,False,True
custom_5ebba5afee8ef20da1f9d22b,CASCADE MAGISTRAAL (GZD EN NVP PAARD),redirectUrl,,hidden,[],/web2/patient-dossier-page?client.id=evisand-8149271326615144540&patient.id=evisand-8408085554552371,True,False,True
custom_5ebba5afee8ef20da1f9d22b,CASCADE MAGISTRAAL (GZD EN NVP PAARD),patient.id,,hidden,[],evisand-8408085554552371887,True,False,True
custom_5ebba5afee8ef20da1f9d22b,CASCADE MAGISTRAAL (GZD EN NVP PAARD),client.id,,hidden,[],evisand-8149271326615144540,True,False,True
custom_5ebba5afee8ef20da1f9d22b,CASCADE MAGISTRAAL (GZD EN NVP PAARD),,,submit,[],opslaan,False,False,True
custom_5ebba5afee8ef20da1f9d22b,CASCADE MAGISTRAAL (GZD EN NVP PAARD),1589355582685,,select,[],,True,False,False
custom_5ebba5afee8ef20da1f9d22b,CASCADE MAGISTRAAL (GZD EN NVP PAARD),1589355775403,,textarea,[],,True,False,False
custom_5ebba5afee8ef20da1f9d22b,CASCADE MAGISTRAAL (GZD EN NVP PAARD),1589355874240,,textarea,[],,True,False,False
custom_5ed0ffdfee8ef2535c29d1e8,GZD - Basisinformatie,KEY686166767year,KEY686166767year,hidden,['date-tag-select-year'],,True,True,False
custom_5ed0ffdfee8ef2535c29d1e8,GZD - Basisinformatie,dummy2,,hidden,[],,True,False,False
custom_5ed0ffdfee8ef2535c29d1e8,GZD - Basisinformatie,dummy3,,hidden,[],,True,False,False
custom_5ed0ffdfee8ef2535c29d1e8,GZD - Basisinformatie,,,text,['mana-date-tag-input'],,False,False,False
custom_5ed0ffdfee8ef2535c29d1e8,GZD - Basisinformatie,1590754666789,KEY686166767,hidden,[],20250615,True,True,True
custom_5ed0ffdfee8ef2535c29d1e8,GZD - Basisinformatie,1590754704498,,text,[],,True,False,False
custom_5ed0ffdfee8ef2535c29d1e8,GZD - Basisinformatie,context,,hidden,[],patientcontext,True,False,True
custom_5ed0ffdfee8ef2535c29d1e8,GZD - Basisinformatie,protocolId,,hidden,[],,True,False,False
custom_5ed0ffdfee8ef2535c29d1e8,GZD - Basisinformatie,octopusId,,hidden,[],5ed0ffdfee8ef2535c29d1e8,True,False,True
custom_5ed0ffdfee8ef2535c29d1e8,GZD - Basisinformatie,redirectUrl,,hidden,[],/web2/patient-dossier-page?client.id=evisand-8149271326615144540&patient.id=evisand-8408085554552371,True,False,True
custom_5ed0ffdfee8ef2535c29d1e8,GZD - Basisinformatie,patient.id,,hidden,[],evisand-8408085554552371887,True,False,True
custom_5ed0ffdfee8ef2535c29d1e8,GZD - Basisinformatie,client.id,,hidden,[],evisand-8149271326615144540,True,False,True
custom_5ed0ffdfee8ef2535c29d1e8,GZD - Basisinformatie,,,submit,[],opslaan,False,False,True
custom_5ed0ffdfee8ef2535c29d1e8,GZD - Basisinformatie,1590754689320,,select,[],,True,False,False
custom_5ed0ffdfee8ef2535c29d1e8,GZD - Basisinformatie,1590755148174,,select,[],,True,False,False
custom_5ed0ffdfee8ef2535c29d1e8,GZD - Basisinformatie,1590754726898,,textarea,[],,True,False,False
custom_5ed0ffdfee8ef2535c29d1e8,GZD - Basisinformatie,1590754751444,,textarea,[],,True,False,False
custom_5ed0ffdfee8ef2535c29d1e8,GZD - Basisinformatie,1590754777546,,textarea,[],,True,False,False
custom_5ed0ffdfee8ef2535c29d1e8,GZD - Basisinformatie,1590755089065,,textarea,[],,True,False,False
custom_5ed0ffdfee8ef2535c29d1e8,GZD - Basisinformatie,1590755110524,,textarea,[],,True,False,False
custom_5ed0ffdfee8ef2535c29d1e8,GZD - Basisinformatie,1590755126707,,textarea,[],,True,False,False
custom_5ed0ffdfee8ef2535c29d1e8,GZD - Basisinformatie,1590755178008,,textarea,[],,True,False,False
custom_5ed0ffdfee8ef2535c29d1e8,GZD - Basisinformatie,1590755193774,,textarea,[],,True,False,False
custom_5ed0ffdfee8ef2535c29d1e8,GZD - Basisinformatie,1590755228585,,textarea,[],,True,False,False
custom_5ed0ffdfee8ef2535c29d1e8,GZD - Basisinformatie,1590755244143,,textarea,[],,True,False,False
custom_5ed0ffdfee8ef2535c29d1e8,GZD - Basisinformatie,1590755261637,,textarea,[],,True,False,False
custom_5ff5aa3d61394959805b7e9d,Arthrose programma,KEY1109233431year,KEY1109233431year,hidden,['date-tag-select-year'],,True,True,False
custom_5ff5aa3d61394959805b7e9d,Arthrose programma,dummy2,,hidden,[],,True,False,False
custom_5ff5aa3d61394959805b7e9d,Arthrose programma,dummy3,,hidden,[],,True,False,False
custom_5ff5aa3d61394959805b7e9d,Arthrose programma,,,text,['mana-date-tag-input'],,False,False,False
custom_5ff5aa3d61394959805b7e9d,Arthrose programma,1609937845293,KEY1109233431,hidden,[],20250615,True,True,True
custom_5ff5aa3d61394959805b7e9d,Arthrose programma,1609935330588,,radio,[],,True,False,False
custom_5ff5aa3d61394959805b7e9d,Arthrose programma,1609935330588,,radio,[],Rood,True,False,True
custom_5ff5aa3d61394959805b7e9d,Arthrose programma,1609935330588,,radio,[],Groen,True,False,True
custom_5ff5aa3d61394959805b7e9d,Arthrose programma,KEY1633040408year,KEY1633040408year,hidden,['date-tag-select-year'],,True,True,False
custom_5ff5aa3d61394959805b7e9d,Arthrose programma,dummy2,,hidden,[],,True,False,False
custom_5ff5aa3d61394959805b7e9d,Arthrose programma,dummy3,,hidden,[],,True,False,False
custom_5ff5aa3d61394959805b7e9d,Arthrose programma,,,text,['mana-date-tag-input'],,False,False,False
custom_5ff5aa3d61394959805b7e9d,Arthrose programma,1609937859661,KEY1633040408,hidden,[],20250615,True,True,True
custom_5ff5aa3d61394959805b7e9d,Arthrose programma,context,,hidden,[],patientcontext,True,False,True
custom_5ff5aa3d61394959805b7e9d,Arthrose programma,protocolId,,hidden,[],,True,False,False
custom_5ff5aa3d61394959805b7e9d,Arthrose programma,octopusId,,hidden,[],5ff5aa3d61394959805b7e9d,True,False,True
custom_5ff5aa3d61394959805b7e9d,Arthrose programma,redirectUrl,,hidden,[],/web2/patient-dossier-page?client.id=evisand-8149271326615144540&patient.id=evisand-8408085554552371,True,False,True
custom_5ff5aa3d61394959805b7e9d,Arthrose programma,patient.id,,hidden,[],evisand-8408085554552371887,True,False,True
custom_5ff5aa3d61394959805b7e9d,Arthrose programma,client.id,,hidden,[],evisand-8149271326615144540,True,False,True
custom_5ff5aa3d61394959805b7e9d,Arthrose programma,,,submit,[],opslaan,False,False,True
custom_5ff5aa3d61394959805b7e9d,Arthrose programma,1609935368833,,select,[],,True,False,False
custom_5ff5aa3d61394959805b7e9d,Arthrose programma,1609935396340,,select,[],,True,False,False
custom_5ff5aa3d61394959805b7e9d,Arthrose programma,1609937886398,,textarea,[],,True,False,False
custom_5ff5aa3d61394959805b7e9d,Arthrose programma,1636375467804,,textarea,[],,True,False,False
custom_606dbe4261394952775a7fa6,Betaalwaarschuwing,KEY1275246752year,KEY1275246752year,hidden,['date-tag-select-year'],,True,True,False
custom_606dbe4261394952775a7fa6,Betaalwaarschuwing,dummy2,,hidden,[],,True,False,False
custom_606dbe4261394952775a7fa6,Betaalwaarschuwing,dummy3,,hidden,[],,True,False,False
custom_606dbe4261394952775a7fa6,Betaalwaarschuwing,,,text,['mana-date-tag-input'],,False,False,False
custom_606dbe4261394952775a7fa6,Betaalwaarschuwing,1617804846903,KEY1275246752,hidden,[],20250615,True,True,True
custom_606dbe4261394952775a7fa6,Betaalwaarschuwing,context,,hidden,[],patientcontext,True,False,True
custom_606dbe4261394952775a7fa6,Betaalwaarschuwing,protocolId,,hidden,[],,True,False,False
custom_606dbe4261394952775a7fa6,Betaalwaarschuwing,octopusId,,hidden,[],606dbe4261394952775a7fa6,True,False,True
custom_606dbe4261394952775a7fa6,Betaalwaarschuwing,redirectUrl,,hidden,[],/web2/patient-dossier-page?client.id=evisand-8149271326615144540&patient.id=evisand-8408085554552371,True,False,True
custom_606dbe4261394952775a7fa6,Betaalwaarschuwing,patient.id,,hidden,[],evisand-8408085554552371887,True,False,True
custom_606dbe4261394952775a7fa6,Betaalwaarschuwing,client.id,,hidden,[],evisand-8149271326615144540,True,False,True
custom_606dbe4261394952775a7fa6,Betaalwaarschuwing,,,submit,[],opslaan,False,False,True
custom_606dbe4261394952775a7fa6,Betaalwaarschuwing,1617804849711,,textarea,[],Openstaande facturen,True,False,True
custom_6076c9316139494931b38e04,Zorgplan,context,,hidden,[],patientcontext,True,False,True
custom_6076c9316139494931b38e04,Zorgplan,protocolId,,hidden,[],,True,False,False
custom_6076c9316139494931b38e04,Zorgplan,octopusId,,hidden,[],6076c9316139494931b38e04,True,False,True
custom_6076c9316139494931b38e04,Zorgplan,redirectUrl,,hidden,[],/web2/patient-dossier-page?client.id=evisand-8149271326615144540&patient.id=evisand-8408085554552371,True,False,True
custom_6076c9316139494931b38e04,Zorgplan,patient.id,,hidden,[],evisand-8408085554552371887,True,False,True
custom_6076c9316139494931b38e04,Zorgplan,client.id,,hidden,[],evisand-8149271326615144540,True,False,True
custom_6076c9316139494931b38e04,Zorgplan,,,submit,[],opslaan,False,False,True
custom_6076c9316139494931b38e04,Zorgplan,1618397472892,,textarea,[],dit dier heeft een zorgplan. Check wanneer er voor het laatst spullen zijn meegegeven en geef het me,True,False,True
custom_60a4c1d16139492b541fb3ed,*GZD Euthanasie (V2.0) NIET AANPASSEN,1646225164342,,radio,[],,True,False,False
custom_60a4c1d16139492b541fb3ed,*GZD Euthanasie (V2.0) NIET AANPASSEN,1646225164342,,radio,[],Ja,True,False,True
custom_60a4c1d16139492b541fb3ed,*GZD Euthanasie (V2.0) NIET AANPASSEN,1646225164342,,radio,[],Nee,True,False,True
custom_60a4c1d16139492b541fb3ed,*GZD Euthanasie (V2.0) NIET AANPASSEN,1646225164342,,radio,[],N.v.t. (geen zorgplan),True,False,True
custom_60a4c1d16139492b541fb3ed,*GZD Euthanasie (V2.0) NIET AANPASSEN,1646401313920,,radio,[],,True,False,False
custom_60a4c1d16139492b541fb3ed,*GZD Euthanasie (V2.0) NIET AANPASSEN,1646401313920,,radio,[],Ja,True,False,True
custom_60a4c1d16139492b541fb3ed,*GZD Euthanasie (V2.0) NIET AANPASSEN,1646401313920,,radio,[],Nee,True,False,True
custom_60a4c1d16139492b541fb3ed,*GZD Euthanasie (V2.0) NIET AANPASSEN,1646401313920,,radio,[],n.v.t.,True,False,True
custom_60a4c1d16139492b541fb3ed,*GZD Euthanasie (V2.0) NIET AANPASSEN,1646401636576,,radio,[],,True,False,False
custom_60a4c1d16139492b541fb3ed,*GZD Euthanasie (V2.0) NIET AANPASSEN,1646401636576,,radio,[],Ja,True,False,True
custom_60a4c1d16139492b541fb3ed,*GZD Euthanasie (V2.0) NIET AANPASSEN,1646401636576,,radio,[],Nee,True,False,True
custom_60a4c1d16139492b541fb3ed,*GZD Euthanasie (V2.0) NIET AANPASSEN,1646401636576,,radio,[],n.v.t.,True,False,True
custom_60a4c1d16139492b541fb3ed,*GZD Euthanasie (V2.0) NIET AANPASSEN,1646401670841,,radio,[],,True,False,False
custom_60a4c1d16139492b541fb3ed,*GZD Euthanasie (V2.0) NIET AANPASSEN,1646401670841,,radio,[],Ja,True,False,True
custom_60a4c1d16139492b541fb3ed,*GZD Euthanasie (V2.0) NIET AANPASSEN,1646401670841,,radio,[],Nee,True,False,True
custom_60a4c1d16139492b541fb3ed,*GZD Euthanasie (V2.0) NIET AANPASSEN,1646401670841,,radio,[],n.v.t.,True,False,True
custom_60a4c1d16139492b541fb3ed,*GZD Euthanasie (V2.0) NIET AANPASSEN,context,,hidden,[],patientcontext,True,False,True
custom_60a4c1d16139492b541fb3ed,*GZD Euthanasie (V2.0) NIET AANPASSEN,protocolId,,hidden,[],,True,False,False
custom_60a4c1d16139492b541fb3ed,*GZD Euthanasie (V2.0) NIET AANPASSEN,octopusId,,hidden,[],60a4c1d16139492b541fb3ed,True,False,True
custom_60a4c1d16139492b541fb3ed,*GZD Euthanasie (V2.0) NIET AANPASSEN,redirectUrl,,hidden,[],/web2/patient-dossier-page?client.id=evisand-8149271326615144540&patient.id=evisand-8408085554552371,True,False,True
custom_60a4c1d16139492b541fb3ed,*GZD Euthanasie (V2.0) NIET AANPASSEN,patient.id,,hidden,[],evisand-8408085554552371887,True,False,True
custom_60a4c1d16139492b541fb3ed,*GZD Euthanasie (V2.0) NIET AANPASSEN,client.id,,hidden,[],evisand-8149271326615144540,True,False,True
custom_60a4c1d16139492b541fb3ed,*GZD Euthanasie (V2.0) NIET AANPASSEN,,,submit,[],opslaan,False,False,True
custom_60a4c1d16139492b541fb3ed,*GZD Euthanasie (V2.0) NIET AANPASSEN,1621410030785,,select,[],,True,False,False
custom_60a4c1d16139492b541fb3ed,*GZD Euthanasie (V2.0) NIET AANPASSEN,1621410112346,,select,[],,True,False,False
custom_60a4c1d16139492b541fb3ed,*GZD Euthanasie (V2.0) NIET AANPASSEN,1621410211144,,select,[],,True,False,False
custom_60a4c1d16139492b541fb3ed,*GZD Euthanasie (V2.0) NIET AANPASSEN,1621410150976,,select,[],,True,False,False
custom_61eac886758b130180224c44,leusden: Procedure evaluatie Tandheelkundige ingrepen,1642776636421,,radio,[],,True,False,False
custom_61eac886758b130180224c44,leusden: Procedure evaluatie Tandheelkundige ingrepen,1642776636421,,radio,[],"0 = Indien goed genezende extractiewond, geen pus, geen stank misschien nog niet geheel gesloten maa",True,False,True
custom_61eac886758b130180224c44,leusden: Procedure evaluatie Tandheelkundige ingrepen,1642776636421,,radio,[],"1 = De operatiewond oogt rustig, maar er zijn kleine stukjes wondopening die wijken en wat wondvocht",True,False,True
custom_61eac886758b130180224c44,leusden: Procedure evaluatie Tandheelkundige ingrepen,1642776636421,,radio,[],"2 = De wond wijkt duidelijk en er komt meer pus uit, het dier is er niet ziek van, niet eten of moei",True,False,True
custom_61eac886758b130180224c44,leusden: Procedure evaluatie Tandheelkundige ingrepen,1642776636421,,radio,[],"3 = Open wond, kaakbot zichtbaar, veel pus, veel pijn, wortelrest of kaakbotstukje wat opnieuw behan",True,False,True
custom_61eac886758b130180224c44,leusden: Procedure evaluatie Tandheelkundige ingrepen,context,,hidden,[],patientcontext,True,False,True
custom_61eac886758b130180224c44,leusden: Procedure evaluatie Tandheelkundige ingrepen,protocolId,,hidden,[],,True,False,False
custom_61eac886758b130180224c44,leusden: Procedure evaluatie Tandheelkundige ingrepen,octopusId,,hidden,[],61eac886758b130180224c44,True,False,True
custom_61eac886758b130180224c44,leusden: Procedure evaluatie Tandheelkundige ingrepen,redirectUrl,,hidden,[],/web2/patient-dossier-page?client.id=evisand-8149271326615144540&patient.id=evisand-8408085554552371,True,False,True
custom_61eac886758b130180224c44,leusden: Procedure evaluatie Tandheelkundige ingrepen,patient.id,,hidden,[],evisand-8408085554552371887,True,False,True
custom_61eac886758b130180224c44,leusden: Procedure evaluatie Tandheelkundige ingrepen,client.id,,hidden,[],evisand-8149271326615144540,True,False,True
custom_61eac886758b130180224c44,leusden: Procedure evaluatie Tandheelkundige ingrepen,,,submit,[],opslaan,False,False,True
custom_61eac886758b130180224c44,leusden: Procedure evaluatie Tandheelkundige ingrepen,1642777317588,,textarea,[],Smart evalueren en toetsen van doelstellingen en verbetermaatregelen van waargenomen complicaties na,True,False,True
custom_61eac886758b130180224c44,leusden: Procedure evaluatie Tandheelkundige ingrepen,1642777366276,,textarea,[],"Alle patiënten die tandheelkundig zijn behandeld en daarbij een chirurgische wond hebben gekregen, m",True,False,True
custom_61eac886758b130180224c44,leusden: Procedure evaluatie Tandheelkundige ingrepen,1642777381763,,textarea,[],Elke 3 maanden worden de COK’s in kaart gebracht en  minimaal jaarlijks op het WO bespoken. Dit gebe,True,False,True
